,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,side,localized_name,my_hero_rating
837,369209481,131,True,1835,1,0,26,2013-11-03 04:06:53,,1,10,5,,0,,0,Dire,Lion,5
838,366684218,3,True,2519,3,0,26,2013-11-01 08:57:15,,1,8,12,,0,,1,Radiant,Lion,5
933,366032085,129,False,3533,3,0,45,2013-10-31 16:54:40,,10,11,35,,0,,1,Dire,Pugna,4
322,365980561,131,True,2086,1,0,69,2013-10-31 16:11:34,,7,2,5,,0,,0,Dire,Doom,1
1880,365918758,132,False,2158,1,0,52,2013-10-31 15:21:05,,3,5,10,,0,,1,Dire,Leshrac,3
1301,363203764,3,True,1797,1,0,5,2013-10-29 08:57:00,,1,4,9,,0,,1,Radiant,Crystal Maiden,5
733,363072958,2,False,1897,1,0,38,2013-10-29 05:45:45,,1,5,11,,0,,0,Radiant,Beastmaster,1
1881,363037068,129,False,2973,1,0,52,2013-10-29 04:39:59,,7,10,16,,0,,1,Dire,Leshrac,3
2154,360747958,130,False,2347,4,0,12,2013-10-27 09:28:13,,4,2,10,,0,,1,Dire,Phantom Lancer,3
934,359751268,2,False,2753,3,0,45,2013-10-26 15:30:52,,1,3,7,,0,,0,Radiant,Pugna,4
984,359694832,130,True,1870,1,0,84,2013-10-26 14:53:45,,1,7,7,,0,,0,Dire,Ogre Magi,5
133,359318720,3,True,2160,1,0,3,2013-10-26 09:53:36,,9,2,17,,0,,1,Radiant,Bane,5
323,358434296,0,True,2322,1,0,69,2013-10-25 15:42:49,,3,3,21,,0,,1,Radiant,Doom,1
839,358331946,2,True,4119,1,0,26,2013-10-25 14:24:43,,6,11,19,,0,,1,Radiant,Lion,5
2099,357323827,1,True,3403,1,0,43,2013-10-24 16:35:06,,6,7,22,,0,,1,Radiant,Death Prophet,3
734,356841853,130,False,2826,1,0,38,2013-10-24 09:45:51,,5,3,9,,0,,1,Dire,Beastmaster,1
1038,356655944,4,False,3156,1,0,28,2013-10-24 05:01:09,,0,9,9,,0,,0,Radiant,Slardar,1
324,356635336,129,False,2006,1,0,69,2013-10-24 04:23:02,,3,4,8,,0,,1,Dire,Doom,1
1689,354808679,131,True,2449,1,0,44,2013-10-22 13:37:27,,1,5,6,,0,,0,Dire,Phantom Assassin,3
935,354389616,3,True,1510,1,0,45,2013-10-22 06:51:51,,7,4,6,,0,,1,Radiant,Pugna,4
1230,354353204,2,False,3112,1,0,27,2013-10-22 05:51:59,,1,9,14,,0,,0,Radiant,Shadow Shaman,5
1624,353316201,2,False,2676,1,0,16,2013-10-21 10:32:24,,4,13,8,,0,,0,Radiant,Sand King,1
1039,353265615,2,True,3416,1,0,28,2013-10-21 09:28:12,,3,11,29,,0,,1,Radiant,Slardar,1
528,352618614,128,False,2219,1,0,96,2013-10-20 16:21:55,,5,5,19,,0,,1,Dire,Centaur Warrunner,2
1625,352418150,130,False,1993,1,0,16,2013-10-20 13:57:12,,1,1,8,,0,,1,Dire,Sand King,1
1626,350407496,128,False,1986,1,0,16,2013-10-19 07:35:04,,3,4,11,,0,,1,Dire,Sand King,1
529,350394784,129,False,397,1,0,96,2013-10-19 07:23:18,,2,0,1,,1,,1,Dire,Centaur Warrunner,2
309,350342735,2,False,2746,1,0,37,2013-10-19 06:28:05,,5,7,13,,0,,0,Radiant,Warlock,2
631,349811494,132,False,2758,1,0,67,2013-10-18 17:29:22,,13,3,22,,0,,1,Dire,Spectre,3
840,349513100,1,False,2968,1,0,26,2013-10-18 13:57:34,,2,12,12,,0,,0,Radiant,Lion,5
1302,347314923,130,False,3070,1,0,5,2013-10-16 15:21:52,,1,9,11,,0,,1,Dire,Crystal Maiden,5
1985,347283670,130,False,939,1,0,33,2013-10-16 14:57:24,,1,1,11,,0,,1,Dire,Enigma,2
1390,346095977,3,False,3181,2,0,79,2013-10-15 13:58:27,,2,6,7,,0,,0,Radiant,Shadow Demon,1
1303,345708513,129,True,2837,1,0,5,2013-10-15 07:04:28,,6,8,11,,0,,0,Dire,Crystal Maiden,5
1627,345679252,3,False,2927,1,0,16,2013-10-15 06:08:58,,6,6,12,,0,,0,Radiant,Sand King,1
1304,345218579,130,False,2581,1,0,5,2013-10-14 17:28:10,,1,9,14,,0,,1,Dire,Crystal Maiden,5
1882,345176928,130,True,1670,1,0,52,2013-10-14 16:54:24,,0,9,1,,0,,0,Dire,Leshrac,3
1883,345104084,130,False,3021,1,0,52,2013-10-14 15:58:01,,4,10,15,,0,,1,Dire,Leshrac,3
325,344633255,3,False,2983,1,0,69,2013-10-14 09:17:36,,5,8,16,,0,,0,Radiant,Doom,1
1305,344593407,132,False,2471,1,0,5,2013-10-14 08:25:42,,4,3,10,,0,,1,Dire,Crystal Maiden,5
1141,343292661,131,True,2189,1,0,89,2013-10-13 07:26:03,,0,8,10,,0,,0,Dire,Naga Siren,3
936,343248223,131,True,1960,1,0,45,2013-10-13 06:44:44,,4,9,8,,0,,0,Dire,Pugna,4
2051,342018768,0,False,2461,1,0,77,2013-10-12 09:53:57,,1,6,5,,0,,0,Radiant,Lycan,3
735,341251027,2,False,2564,3,0,38,2013-10-11 17:03:02,,1,8,22,,0,,0,Radiant,Beastmaster,1
1231,340717346,131,True,2625,1,0,27,2013-10-11 09:29:53,,2,10,12,,0,,0,Dire,Shadow Shaman,5
1628,340677517,3,True,2644,1,0,16,2013-10-11 08:39:40,,2,8,15,,0,,1,Radiant,Sand King,1
1629,340085766,130,False,3234,1,0,16,2013-10-10 16:33:51,,7,7,17,,0,,1,Dire,Sand King,1
1690,338927613,131,False,2094,1,0,44,2013-10-09 15:27:10,,5,2,11,,0,,1,Dire,Phantom Assassin,3
2052,337766175,2,False,3127,4,0,77,2013-10-08 14:09:34,,8,7,8,,0,,0,Radiant,Lycan,3
1630,336906226,128,True,2059,1,0,16,2013-10-07 16:30:45,,4,9,8,,0,,0,Dire,Sand King,1
1631,335725792,131,False,1957,1,0,16,2013-10-06 16:03:03,,3,5,15,,0,,1,Dire,Sand King,1
134,334421745,131,True,1719,1,0,3,2013-10-05 17:21:30,,4,5,2,,0,,0,Dire,Bane,5
1306,334220216,132,False,1588,1,0,5,2013-10-05 14:54:24,,2,8,7,,0,,1,Dire,Crystal Maiden,5
1391,334149822,4,False,2094,1,0,79,2013-10-05 14:05:14,,0,7,5,,0,,0,Radiant,Shadow Demon,1
310,332941222,130,False,2142,1,0,37,2013-10-04 16:02:54,,2,4,14,,0,,1,Dire,Warlock,2
135,331798622,130,True,2880,1,0,3,2013-10-03 16:19:10,,3,12,7,,0,,0,Dire,Bane,5
1232,330031903,129,True,2137,1,0,27,2013-10-02 05:02:10,,1,9,7,,0,,0,Dire,Shadow Shaman,5
1307,329996837,1,True,2249,1,0,5,2013-10-02 03:52:53,,3,12,21,,0,,1,Radiant,Crystal Maiden,5
1884,325815301,2,False,2208,1,0,52,2013-09-28 15:19:19,,2,7,17,,0,,0,Radiant,Leshrac,3
632,325754571,3,False,1995,1,0,67,2013-09-28 14:39:14,,1,6,9,,0,,0,Radiant,Spectre,3
937,325672589,130,False,2233,1,0,45,2013-09-28 13:45:50,,5,7,10,,0,,1,Dire,Pugna,4
736,323469345,131,False,2454,1,0,38,2013-09-26 16:26:58,,1,5,25,,0,,1,Dire,Beastmaster,1
1233,320289064,1,False,3641,1,0,27,2013-09-23 14:54:24,,4,5,15,,0,,0,Radiant,Shadow Shaman,5
1691,319289665,129,False,2967,1,0,44,2013-09-22 15:51:37,,17,2,19,,0,,1,Dire,Phantom Assassin,3
1392,318019465,130,False,3618,3,0,79,2013-09-21 16:22:49,,2,5,16,,0,,1,Dire,Shadow Demon,1
1040,317942580,131,True,2848,1,0,28,2013-09-21 15:22:25,,2,7,7,,0,,0,Dire,Slardar,1
1970,316647842,1,False,1996,4,0,50,2013-09-20 15:30:03,,0,10,4,,0,,0,Radiant,Dazzle,5
633,316562320,2,True,2862,4,0,67,2013-09-20 14:27:18,,12,5,17,,0,,1,Radiant,Spectre,3
1234,314460477,129,True,2282,1,0,27,2013-09-18 16:20:24,,4,6,5,,0,,0,Dire,Shadow Shaman,5
1393,314345708,129,False,3454,1,0,79,2013-09-18 14:44:32,,1,6,13,,0,,1,Dire,Shadow Demon,1
2132,313331100,131,True,1987,1,0,1,2013-09-17 14:53:11,,3,8,7,,0,,0,Dire,Anti-Mage,3
1885,312313096,130,True,3713,3,0,52,2013-09-16 14:52:06,,11,9,28,,0,,0,Dire,Leshrac,3
618,311891517,130,True,2424,1,0,53,2013-09-16 07:19:32,,1,5,8,,0,,0,Dire,Nature's Prophet,5
938,311855084,129,True,1839,1,0,45,2013-09-16 06:09:39,,3,7,12,,0,,0,Dire,Pugna,4
1235,310757325,132,False,2857,1,0,27,2013-09-15 08:21:18,,3,2,8,,0,,1,Dire,Shadow Shaman,5
2124,310706465,132,True,2502,1,0,29,2013-09-15 07:34:29,,2,8,7,,0,,0,Dire,Tidehunter,1
737,309331972,2,True,2348,1,0,38,2013-09-14 07:40:48,,6,3,20,,0,,1,Radiant,Beastmaster,1
841,309282308,4,False,2689,1,0,26,2013-09-14 06:47:01,,1,8,3,,0,,0,Radiant,Lion,5
498,308457559,3,True,2815,1,0,22,2013-09-13 13:51:59,,9,10,28,,0,,1,Radiant,Zeus,4
1692,306065881,4,False,1969,1,0,44,2013-09-11 06:20:54,,3,1,1,,2,,0,Radiant,Phantom Assassin,3
738,306042910,132,True,2052,1,0,38,2013-09-11 05:26:07,,0,4,5,,0,,0,Dire,Beastmaster,1
1693,304234222,1,False,3566,1,0,44,2013-09-09 12:46:27,,12,7,15,,0,,0,Radiant,Phantom Assassin,3
939,302587074,3,True,3069,1,0,45,2013-09-08 08:43:41,,4,6,13,,0,,1,Radiant,Pugna,4
530,301109968,1,True,1125,1,0,96,2013-09-07 07:17:23,,1,0,1,,0,,1,Radiant,Centaur Warrunner,2
1236,300444570,129,True,2889,1,0,27,2013-09-06 15:48:18,,0,10,15,,0,,0,Dire,Shadow Shaman,5
136,300376841,129,True,2155,1,0,3,2013-09-06 14:56:41,,1,7,12,,1,,0,Dire,Bane,5
634,299339663,3,True,2906,1,0,67,2013-09-05 15:39:59,,10,1,19,,0,,1,Radiant,Spectre,3
499,298275070,131,False,4134,1,0,22,2013-09-04 15:00:54,,6,11,31,,0,,1,Dire,Zeus,4
1394,297206731,1,False,3236,1,0,79,2013-09-03 14:02:20,,2,11,7,,0,,0,Radiant,Shadow Demon,1
2125,295216182,0,False,3952,1,0,29,2013-09-01 15:42:16,,2,7,24,,0,,0,Radiant,Tidehunter,1
940,292494099,132,True,2153,1,0,45,2013-08-30 13:59:10,,4,6,2,,0,,0,Dire,Pugna,4
1739,291404149,129,True,3488,1,0,49,2013-08-29 15:28:27,,7,8,17,,0,,0,Dire,Dragon Knight,3
1886,290295953,3,True,2908,1,0,52,2013-08-28 16:09:20,,3,2,18,,0,,1,Radiant,Leshrac,3
1237,290246203,4,True,2134,1,0,27,2013-08-28 15:24:16,,6,4,14,,0,,1,Radiant,Shadow Shaman,5
1395,289683272,130,False,2093,1,0,79,2013-08-28 06:03:57,,1,6,10,,0,,1,Dire,Shadow Demon,1
1041,289195605,129,True,2162,1,0,28,2013-08-27 16:57:28,,2,6,5,,0,,0,Dire,Slardar,1
500,289073565,129,False,2594,1,0,22,2013-08-27 15:06:17,,10,5,20,,0,,1,Dire,Zeus,4
137,287945403,4,False,2261,1,0,3,2013-08-26 15:22:48,,2,9,11,,0,,0,Radiant,Bane,5
2126,286408889,131,False,3369,1,0,29,2013-08-25 09:47:07,,9,3,18,,0,,1,Dire,Tidehunter,1
739,286354353,131,False,2477,1,0,38,2013-08-25 08:51:02,,1,4,5,,0,,1,Dire,Beastmaster,1
941,284428056,129,False,2164,1,0,45,2013-08-23 14:19:01,,4,2,9,,0,,1,Dire,Pugna,4
501,282279327,129,True,3405,12,0,22,2013-08-21 15:07:59,,3,8,15,,0,,0,Dire,Zeus,4
1238,281208083,1,False,2339,1,0,27,2013-08-20 15:42:19,,2,10,8,,0,,0,Radiant,Shadow Shaman,5
1632,279938637,1,True,2105,1,0,16,2013-08-19 13:32:52,,4,3,11,,0,,1,Radiant,Sand King,1
985,278894187,131,True,2378,1,0,84,2013-08-18 14:53:20,,1,6,14,,0,,0,Dire,Ogre Magi,5
2100,277770754,2,False,2905,1,0,43,2013-08-17 16:18:36,,1,9,13,,0,,0,Radiant,Death Prophet,3
1042,276554878,131,True,3131,1,0,28,2013-08-16 16:15:44,,4,10,13,,0,,0,Dire,Slardar,1
138,276497493,2,False,2815,1,0,3,2013-08-16 15:11:02,,1,10,12,,0,,0,Radiant,Bane,5
139,274803517,4,False,3119,1,0,3,2013-08-15 05:56:47,,3,9,10,,0,,0,Radiant,Bane,5
1043,272957104,1,False,2099,1,0,28,2013-08-13 14:41:31,,0,7,3,,0,,0,Radiant,Slardar,1
1396,272906942,130,True,2055,1,0,79,2013-08-13 14:00:15,,1,10,13,,0,,0,Dire,Shadow Demon,1
140,270705161,132,False,3072,1,0,3,2013-08-11 15:46:56,,5,5,17,,0,,1,Dire,Bane,5
740,270302471,132,False,3621,1,0,38,2013-08-11 09:38:02,,5,10,20,,0,,1,Dire,Beastmaster,1
1397,269446946,3,True,3706,1,0,79,2013-08-10 14:28:50,,3,13,16,,0,,1,Radiant,Shadow Demon,1
1942,269374114,132,True,2601,1,0,18,2013-08-10 13:24:30,,6,10,7,,0,,0,Dire,Sven,1
1740,267962489,130,True,2688,1,0,49,2013-08-09 06:51:51,,1,7,15,,0,,0,Dire,Dragon Knight,3
1044,267433099,131,False,2629,1,0,28,2013-08-08 15:50:47,,5,5,16,,0,,1,Dire,Slardar,1
241,266384497,131,False,2022,1,0,30,2013-08-07 15:14:12,,0,5,6,,0,,1,Dire,Witch Doctor,5
1398,265265574,131,False,2699,1,0,79,2013-08-06 14:41:22,,8,2,19,,0,,1,Dire,Shadow Demon,1
1887,265177198,132,True,2929,2,0,52,2013-08-06 13:31:43,,0,5,6,,0,,0,Dire,Leshrac,3
635,264178441,0,False,3471,1,0,67,2013-08-05 13:58:25,,9,8,24,,0,,0,Radiant,Spectre,3
531,262743172,1,False,2822,1,0,96,2013-08-04 06:52:01,,0,10,13,,0,,0,Radiant,Centaur Warrunner,2
1399,262243327,1,True,2409,1,0,79,2013-08-03 15:46:24,,5,2,20,,0,,1,Radiant,Shadow Demon,1
1633,261211758,130,True,1666,1,0,16,2013-08-02 16:21:39,,0,7,6,,0,,0,Dire,Sand King,1
141,261141580,0,False,2401,1,0,3,2013-08-02 15:12:47,,2,5,6,,1,,0,Radiant,Bane,5
1400,259108333,4,False,3212,1,0,79,2013-07-31 16:01:39,,2,5,10,,0,,0,Radiant,Shadow Demon,1
1239,259084892,130,True,856,1,0,27,2013-07-31 15:38:31,,0,4,2,,1,,0,Dire,Shadow Shaman,5
1045,259043776,3,True,2081,1,0,28,2013-07-31 14:58:39,,4,2,9,,0,,1,Radiant,Slardar,1
1046,257982696,4,True,2403,1,0,28,2013-07-30 15:10:14,,1,9,11,,0,,1,Radiant,Slardar,1
142,256907026,3,False,2624,1,0,3,2013-07-29 14:20:13,,1,8,9,,0,,0,Radiant,Bane,5
532,255967642,3,True,2873,1,0,96,2013-07-28 16:28:46,,4,1,21,,0,,1,Radiant,Centaur Warrunner,2
143,253826773,1,False,2568,1,0,3,2013-07-26 16:32:38,,7,8,10,,0,,0,Radiant,Bane,5
636,251735254,131,True,2931,1,0,67,2013-07-24 12:14:14,,7,8,17,,0,,0,Dire,Spectre,3
1634,249979861,0,False,2830,1,0,16,2013-07-22 16:08:57,,2,4,9,,0,,0,Radiant,Sand King,1
1888,249929806,128,True,2914,1,0,52,2013-07-22 15:10:34,,2,12,8,,0,,0,Dire,Leshrac,3
1635,248668220,1,False,1424,1,0,16,2013-07-21 08:52:08,,1,5,1,,1,,0,Radiant,Sand King,1
144,248530513,3,True,2146,1,0,3,2013-07-21 05:40:44,,6,2,12,,0,,1,Radiant,Bane,5
1047,248067494,4,True,2170,1,0,28,2013-07-20 14:35:08,,3,4,11,,0,,1,Radiant,Slardar,1
2053,246275898,131,False,2610,1,0,77,2013-07-18 15:33:30,,2,3,6,,0,,1,Dire,Lycan,3
1308,245426079,128,False,2971,1,0,5,2013-07-17 09:50:44,,1,12,13,,0,,1,Dire,Crystal Maiden,5
1741,245390597,0,True,2213,1,0,49,2013-07-17 14:08:39,,3,2,5,,0,,1,Radiant,Dragon Knight,3
397,245071726,3,False,2748,1,0,75,2013-07-17 05:41:48,,4,8,6,,0,,0,Radiant,Silencer,3
145,245055943,130,False,1703,1,0,3,2013-07-17 05:09:14,,12,1,9,,0,,1,Dire,Bane,5
146,244585704,4,True,2523,1,0,3,2013-07-16 13:32:42,,3,7,15,,0,,1,Radiant,Bane,5
147,243829228,129,False,2363,1,0,3,2013-07-15 15:05:05,,8,4,14,,0,,1,Dire,Bane,5
1048,243780974,0,True,2919,1,0,28,2013-07-15 14:11:02,,1,4,18,,0,,1,Radiant,Slardar,1
148,243057121,132,False,2378,1,0,3,2013-07-14 16:20:43,,3,7,17,,0,,1,Dire,Bane,5
533,242756408,130,False,2401,1,0,96,2013-07-14 10:09:08,,3,4,11,,0,,1,Dire,Centaur Warrunner,2
149,242723449,1,True,2397,1,0,3,2013-07-14 09:21:26,,2,2,12,,0,,1,Radiant,Bane,5
414,242157201,0,False,2882,1,0,57,2013-07-13 11:43:42,,0,8,2,,0,,0,Radiant,Omniknight,1
637,241229458,1,False,3383,1,0,67,2013-07-12 14:35:16,,15,13,14,,0,,0,Radiant,Spectre,3
1636,241186230,2,False,2583,1,0,16,2013-07-12 13:44:14,,4,5,4,,0,,0,Radiant,Sand King,1
1123,240462545,131,False,2993,1,0,15,2013-07-11 15:34:42,,4,7,23,,0,,1,Dire,Razor,1
1637,239601601,3,True,3825,1,0,16,2013-07-10 14:40:18,,7,6,14,,0,,1,Radiant,Sand King,1
2155,239556116,131,False,2920,4,0,12,2013-07-10 13:44:43,,12,2,4,,0,,1,Dire,Phantom Lancer,3
842,238803106,129,True,1800,1,0,26,2013-07-09 14:26:45,,3,11,6,,0,,0,Dire,Lion,5
1889,238764597,0,True,2605,1,0,52,2013-07-09 13:36:29,,5,4,10,,0,,1,Radiant,Leshrac,3
1049,238058778,3,True,3234,1,0,28,2013-07-08 15:33:56,,6,5,20,,0,,1,Radiant,Slardar,1
311,238020515,129,False,2204,1,0,37,2013-07-08 14:46:04,,4,5,12,,0,,1,Dire,Warlock,2
1050,237965830,129,False,2992,1,0,28,2013-07-08 13:35:05,,2,6,9,,0,,1,Dire,Slardar,1
1051,236124486,129,True,1874,1,0,28,2013-07-06 10:03:59,,3,7,7,,0,,0,Dire,Slardar,1
843,235223875,4,False,2433,1,0,26,2013-07-05 06:14:19,,3,11,6,,0,,0,Radiant,Lion,5
534,234834945,1,False,2842,1,0,96,2013-07-04 15:42:52,,2,11,14,,0,,0,Radiant,Centaur Warrunner,2
1694,234097766,4,False,3062,1,0,44,2013-07-03 15:11:13,,5,9,8,,0,,0,Radiant,Phantom Assassin,3
1742,234051182,132,False,3264,1,0,49,2013-07-03 14:09:34,,5,3,15,,0,,1,Dire,Dragon Knight,3
1638,234026093,1,False,1497,1,0,16,2013-07-03 13:34:22,,1,4,2,,0,,0,Radiant,Sand King,1
1052,233769458,3,True,3733,1,0,28,2013-07-03 06:21:47,,6,14,20,,0,,1,Radiant,Slardar,1
1890,233751490,4,False,2434,1,0,52,2013-07-03 05:34:47,,1,8,9,,0,,0,Radiant,Leshrac,3
1639,233330135,130,True,3781,1,0,16,2013-07-02 15:33:15,,9,11,21,,0,,0,Dire,Sand King,1
2054,232243310,3,False,2446,1,0,77,2013-07-01 07:51:04,,2,6,1,,0,,0,Radiant,Lycan,3
638,232218109,130,True,1874,1,0,67,2013-07-01 06:55:08,,2,5,5,,0,,0,Dire,Spectre,3
2055,231834997,3,True,2609,1,0,77,2013-06-30 17:00:57,,3,4,6,,0,,1,Radiant,Lycan,3
639,231824647,2,False,371,1,0,67,2013-06-30 16:47:34,,0,0,0,,1,,0,Radiant,Spectre,3
640,231807806,0,False,2324,1,0,67,2013-06-30 16:26:54,,0,0,0,,1,,0,Radiant,Spectre,3
641,231754071,1,True,2600,1,0,67,2013-06-30 15:19:57,,10,3,20,,0,,1,Radiant,Spectre,3
1053,230927284,0,False,2834,1,0,28,2013-06-29 15:22:02,,3,10,16,,0,,0,Radiant,Slardar,1
986,230144163,3,False,2854,1,0,84,2013-06-28 15:00:48,,0,11,10,,0,,0,Radiant,Ogre Magi,5
1891,230112317,3,True,2218,1,0,52,2013-06-28 14:19:28,,3,6,13,,0,,1,Radiant,Leshrac,3
535,229947220,0,True,2183,1,0,96,2013-06-28 10:15:32,,5,8,23,,0,,1,Radiant,Centaur Warrunner,2
1124,229918978,128,True,1618,1,0,15,2013-06-28 09:27:08,,2,8,2,,0,,0,Dire,Razor,1
536,229368761,0,True,2977,1,0,96,2013-06-27 14:52:36,,5,7,25,,0,,1,Radiant,Centaur Warrunner,2
642,229287650,129,False,2710,1,0,67,2013-06-27 13:01:42,,7,8,20,,0,,1,Dire,Spectre,3
537,229147032,130,False,3002,1,0,96,2013-06-27 09:15:18,,7,4,18,,0,,1,Dire,Centaur Warrunner,2
1125,228472908,131,False,2803,1,0,15,2013-06-26 11:35:03,,3,7,19,,0,,1,Dire,Razor,1
2207,227900319,132,False,3556,1,0,46,2013-06-25 15:53:51,,3,8,13,,0,,1,Dire,Templar Assassin,3
538,227862748,2,False,2516,1,0,96,2013-06-25 15:02:08,,5,8,7,,0,,0,Radiant,Centaur Warrunner,2
1695,227625607,0,True,2941,1,0,44,2013-06-25 08:54:04,,12,5,10,,0,,1,Radiant,Phantom Assassin,3
539,227121710,131,False,2116,1,0,96,2013-06-24 15:21:46,,9,3,19,,0,,1,Dire,Centaur Warrunner,2
1054,226941209,131,False,2839,1,0,28,2013-06-24 11:10:36,,4,9,9,,0,,1,Dire,Slardar,1
1892,226909873,130,True,2491,1,0,52,2013-06-24 10:21:22,,3,11,10,,0,,0,Dire,Leshrac,3
1893,226395593,130,False,2712,1,0,52,2013-06-23 16:32:15,,4,7,17,,0,,1,Dire,Leshrac,3
398,226374196,2,False,1376,4,0,75,2013-06-23 16:05:23,,2,4,4,,0,,0,Radiant,Silencer,3
1055,225303124,129,True,2793,1,0,28,2013-06-22 10:23:51,,3,6,5,,0,,0,Dire,Slardar,1
1240,225268076,2,False,2034,1,0,27,2013-06-22 09:27:22,,3,7,6,,0,,0,Radiant,Shadow Shaman,5
2195,224715909,132,False,2222,4,0,41,2013-06-21 15:16:54,,14,1,7,,0,,1,Dire,Faceless Void,2
1126,224049178,3,False,3080,1,0,15,2013-06-20 16:42:18,,2,10,16,,0,,0,Radiant,Razor,1
1056,223865307,4,True,3625,1,0,28,2013-06-20 12:28:23,,3,7,15,,0,,1,Radiant,Slardar,1
987,223781207,1,True,2584,1,0,84,2013-06-20 10:19:04,,4,3,14,,0,,1,Radiant,Ogre Magi,5
1894,223014108,2,False,2870,2,5,52,2013-06-19 10:15:08,,0,11,10,,0,,0,Radiant,Leshrac,3
1895,222980812,131,False,2353,1,0,52,2013-06-19 09:10:17,,4,7,9,,0,,1,Dire,Leshrac,3
1057,222459623,130,False,2495,1,0,28,2013-06-18 15:03:31,,8,0,6,,0,,1,Dire,Slardar,1
1127,222166993,2,False,2620,1,0,15,2013-06-18 07:25:15,,6,8,13,,0,,0,Radiant,Razor,1
1241,222126599,128,True,2372,1,0,27,2013-06-18 05:42:25,,1,7,8,,0,,0,Dire,Shadow Shaman,5
2056,221388016,4,False,3178,1,0,77,2013-06-17 06:13:12,,2,12,11,,0,,0,Radiant,Lycan,3
1058,221373852,2,False,1889,1,0,28,2013-06-17 05:31:57,,0,8,3,,0,,0,Radiant,Slardar,1
1059,221052016,4,True,586,1,0,28,2013-06-16 17:18:11,,2,0,0,,0,,1,Radiant,Slardar,1
1060,220006285,129,False,1936,1,0,28,2013-06-15 11:40:04,,1,1,8,,0,,1,Dire,Slardar,1
1896,219121161,129,False,2602,1,0,52,2013-06-14 09:06:58,,1,6,19,,0,,1,Dire,Leshrac,3
1061,219089033,130,False,2872,1,0,28,2013-06-14 08:07:41,,1,4,12,,0,,1,Dire,Slardar,1
1401,219070118,2,False,1523,1,0,79,2013-06-14 07:28:57,,1,5,2,,0,,0,Radiant,Shadow Demon,1
1062,218695054,4,False,3921,1,0,28,2013-06-13 17:13:45,,3,9,23,,0,,0,Radiant,Slardar,1
741,218655849,2,False,2473,1,0,38,2013-06-13 16:22:35,,2,5,10,,0,,0,Radiant,Beastmaster,1
2101,218301254,0,True,2138,1,0,43,2013-06-13 07:29:54,,7,4,8,,0,,1,Radiant,Death Prophet,3
1402,218275376,129,True,2817,1,0,79,2013-06-13 06:29:35,,4,8,11,,0,,0,Dire,Shadow Demon,1
2057,217862534,131,False,2490,1,0,77,2013-06-12 15:35:21,,0,2,1,,0,,1,Dire,Lycan,3
988,217822834,2,False,2485,1,0,84,2013-06-12 14:42:44,,1,5,5,,0,,0,Radiant,Ogre Magi,5
1640,217078549,1,False,1998,1,0,16,2013-06-11 15:17:27,,0,4,1,,0,,0,Radiant,Sand King,1
643,217043121,130,True,2263,1,0,67,2013-06-11 14:31:13,,6,5,7,,0,,0,Dire,Spectre,3
844,215489169,131,True,2472,1,0,26,2013-06-09 14:41:27,,3,8,4,,0,,0,Dire,Lion,5
1897,214684541,130,True,2344,1,0,52,2013-06-08 16:16:42,,2,10,9,,0,,0,Dire,Leshrac,3
1063,213124880,130,False,2478,1,0,28,2013-06-06 17:08:42,,2,6,15,,0,,1,Dire,Slardar,1
1242,213096879,131,True,1624,1,0,27,2013-06-06 16:34:08,,2,5,2,,0,,0,Dire,Shadow Shaman,5
1641,212827700,2,True,2802,1,0,16,2013-06-06 10:40:38,,5,5,13,,0,,1,Radiant,Sand King,1
845,212791942,129,True,2906,1,0,26,2013-06-06 09:44:44,,4,7,5,,0,,0,Dire,Lion,5
540,211483349,130,True,2185,1,0,96,2013-06-04 16:16:01,,1,9,5,,0,,0,Dire,Centaur Warrunner,2
1064,211147244,129,False,2613,1,0,28,2013-06-04 08:24:00,,3,6,25,,0,,1,Dire,Slardar,1
1696,211109469,130,True,3281,1,0,44,2013-06-04 07:05:26,,3,8,6,,0,,0,Dire,Phantom Assassin,3
1642,210448559,2,True,3043,1,0,16,2013-06-03 10:15:04,,3,7,17,,0,,1,Radiant,Sand King,1
846,210371542,1,True,2195,1,0,26,2013-06-03 07:57:38,,1,3,11,,0,,1,Radiant,Lion,5
1065,209904134,0,True,2844,1,0,28,2013-06-02 15:47:11,,2,7,8,,0,,1,Radiant,Slardar,1
847,208936778,130,True,2799,1,0,26,2013-06-01 14:03:39,,7,9,5,,0,,0,Dire,Lion,5
1643,208120016,1,False,2718,1,0,16,2013-05-31 15:53:51,,0,6,2,,1,,0,Radiant,Sand King,1
2178,208020405,132,True,2609,1,0,17,2013-05-31 13:51:02,,1,7,10,,0,,0,Dire,Storm Spirit,3
1066,207388183,131,True,2450,1,0,28,2013-05-30 16:59:54,,0,8,4,,2,,0,Dire,Slardar,1
1243,206487311,130,True,2174,1,0,27,2013-05-29 14:25:35,,0,9,6,,0,,0,Dire,Shadow Shaman,5
1067,205801148,0,True,2506,1,0,28,2013-05-28 15:58:33,,8,2,3,,0,,1,Radiant,Slardar,1
742,205771066,0,True,1755,3,0,38,2013-05-28 15:21:05,,4,2,10,,0,,1,Radiant,Beastmaster,1
1068,205538673,0,True,2143,1,0,28,2013-05-28 09:50:32,,16,0,20,,0,,1,Radiant,Slardar,1
